"","slope.pseudo.index","p.pseudo.index","Transcripts","qvalue","feature","rank"
"CYP51A1","  0.020007579","1.921814e-04","  2339",0.0007381782,"UP",0.134845890410959
"PPP1CB","  0.019843442","2.508723e-04","  1762",0.0009104532,"UP",0.135702054794521
"TIMP2","  0.019792763","5.566963e-04","  1042",0.001703069,"UP",0.136130136986301
"PGAM1","  0.019769432","1.956297e-07","   392",2.801164e-06,"UP",0.136558219178082
"EMC4","  0.019759248","4.492512e-04","  1813",0.001439901,"UP",0.136986301369863
"SPCS1","  0.019708974","2.247577e-03","  3929",0.004913121,"UP",0.137414383561644
"FAM134B","  0.019603376","1.003577e-06","   970",9.993893e-06,"UP",0.138698630136986
"TFF3","  0.019384769","1.062966e-05","   862",7.027951e-05,"UP",0.139126712328767
"TXN","  0.019343890","2.429952e-03","  2750",0.005221309,"UP",0.139554794520548
"ASAH1","  0.019274133","8.504568e-04","  1664",0.002362787,"UP",0.14041095890411
"SMIM14","  0.019224544","1.776767e-04","  1194",0.0006912427,"UP",0.14083904109589
"ODC1","  0.019175013","1.001061e-07","   447",1.533183e-06,"UP",0.141267123287671
"VDAC1","  0.019133508","2.543333e-05","  1651",0.0001451536,"UP",0.141695205479452
"SIX3","  0.019122362","2.443900e-07","   527",3.360169e-06,"UP",0.142123287671233
"TMED9","  0.019107690","2.500813e-04","  1849",0.0009104532,"UP",0.142551369863014
"HERPUD1","  0.019095945","4.961922e-04","  1586",0.001551313,"UP",0.142979452054795
"TSPAN5","  0.019073155","3.010493e-07","   309",3.895708e-06,"UP",0.143407534246575
"STAT3","  0.019060269","1.498072e-04","  1134",0.0006051965,"UP",0.143835616438356
"HEXA","  0.018868608","8.194868e-05","   990",0.0003806227,"UP",0.144263698630137
"PFN2","  0.018817384","2.274638e-03","  2728",0.004958837,"UP",0.144691780821918
"ATRX","  0.018712242","5.279910e-06","  1293",4.043243e-05,"UP",0.145547945205479
"TMEM176B","  0.018679791","6.537593e-07","   867",7.06253e-06,"UP",0.14597602739726
"RFK","  0.018627500","7.725215e-07","  1235",8.023154e-06,"UP",0.146404109589041
"TMEM230","  0.018627085","4.094067e-04","  1773",0.001340605,"UP",0.146832191780822
"PTGES3","  0.018612525","3.807798e-04","  1969",0.001267784,"UP",0.147260273972603
"INA","  0.018552280","4.071899e-07","   947",4.832786e-06,"UP",0.147688356164384
"STRAP","  0.018539015","1.118286e-04","  1339",0.0004875849,"UP",0.148116438356164
"DAD1","  0.018441677","4.190720e-04","  2125",0.001363032,"UP",0.148544520547945
"SELM","  0.018421956","6.707051e-06","   821",4.844815e-05,"UP",0.148972602739726
"MAGEF1","  0.018392610","6.346504e-06","   883",4.667981e-05,"UP",0.149400684931507
"GADD45G","  0.018371806","6.681001e-07","   633",7.161442e-06,"UP",0.149828767123288
"TGOLN2","  0.018257739","1.194966e-03","  2077",0.003040644,"UP",0.150256849315068
"PSMA1","  0.018247243","3.310286e-05","  1652",0.0001828866,"UP",0.150684931506849
"GNB2","  0.018183360","2.517396e-07","   969",3.431888e-06,"UP",0.15111301369863
"PSIP1","  0.018146306","1.607065e-04","  1107",0.0006364769,"UP",0.151541095890411
"COPZ1","  0.017960405","3.674419e-05","  1792",0.0001975908,"UP",0.151969178082192
"PSMA3","  0.017723410","1.162741e-03","  1685",0.002977429,"UP",0.152397260273973
"GSTO1","  0.017717283","3.397651e-04","  1552",0.001161277,"UP",0.152825342465753
"TALDO1","  0.017706305","1.119226e-05","  1294",7.283416e-05,"UP",0.153253424657534
"TXNL4A","  0.017684256","2.380466e-04","  1466",0.0008781092,"UP",0.153681506849315
"GAP43","  0.017641177","9.438694e-08","   377",1.483138e-06,"UP",0.154109589041096
"SERINC1","  0.017535669","3.896073e-03","  2646",0.007394476,"UP",0.154537671232877
"TMEM14B","  0.017428574","9.043596e-04","  1390",0.002450644,"UP",0.155393835616438
"PDK4","  0.017427140","1.677038e-05","   416",0.0001035255,"UP",0.155821917808219
"CAMK2B","  0.017401993","7.151982e-06","   755",5.082124e-05,"UP",0.15625
"SMPD1","  0.017361608","3.251275e-05","  1240",0.0001800374,"UP",0.156678082191781
"SERPINB6","  0.017357847","6.076018e-04","   877",0.001835596,"UP",0.157106164383562
"C14orf166","  0.017349886","1.350692e-04","  1979",0.0005587159,"UP",0.157534246575342
"APOA1BP","  0.017339417","2.541514e-03","  1195",0.005394835,"UP",0.157962328767123
"SDHC","  0.017194612","3.139510e-05","   740",0.0001754182,"UP",0.158818493150685
"VDAC2","  0.017189806","6.975058e-05","  1145",0.0003362285,"UP",0.159246575342466
"FAM127A","  0.017063017","6.859020e-05","  1135",0.0003312949,"UP",0.159674657534247
"PSMB2","  0.017057958","2.519397e-04","  1560",0.0009112991,"UP",0.160102739726027
"BHLHE40","  0.017043603","5.984671e-06","   664",4.497538e-05,"UP",0.160530821917808
"ARF1","  0.017023702","4.682022e-03","  3924",0.008486773,"UP",0.160958904109589
"ACAT1","  0.016998610","4.045324e-03","  2251",0.00758259,"UP",0.16138698630137
"HEBP2","  0.016998495","1.269074e-04","  1307",0.0005327264,"UP",0.161815068493151
"FKBP11","  0.016933993","3.287565e-06","   580",2.705936e-05,"UP",0.162243150684932
"HTATSF1","  0.016792724","1.212842e-03","  1609",0.003076424,"UP",0.163099315068493
"EIF1B","  0.016750893","1.996275e-03","  2111",0.004527375,"UP",0.163527397260274
"CAMLG","  0.016692610","5.436612e-03","  2626",0.009491952,"UP",0.164383561643836
"SPARCL1","  0.016658695","1.137646e-03","   123",0.002925554,"UP",0.164811643835616
"PLEKHB2","  0.016586034","3.615599e-06","   901",2.92617e-05,"UP",0.165239726027397
"DARS","  0.016527475","1.249683e-03","  1560",0.003150062,"UP",0.165667808219178
"PARM1","  0.016449319","5.790458e-04","  1077",0.001762529,"UP",0.166095890410959
"DNAJC10","  0.016418118","2.693855e-03","  1230",0.005643945,"UP",0.16652397260274
"KRT10","  0.016394549","1.461089e-04","  1497",0.000593227,"UP",0.166952054794521
"PRELID1","  0.016379993","1.108960e-05","   744",7.281465e-05,"UP",0.167380136986301
"BCAP31","  0.016375647","3.016986e-03","  1740",0.006124738,"UP",0.167808219178082
"TMEM30A","  0.016352590","2.353918e-03","  1551",0.005081314,"UP",0.168236301369863
"CHID1","  0.016339151","1.121064e-06","   975",1.093879e-05,"UP",0.168664383561644
"SNX3","  0.016292135","4.447975e-03","  2262",0.008147981,"UP",0.169092465753425
"CRELD2","  0.016197985","2.972720e-04","   556",0.001036537,"UP",0.169520547945205
"SLC25A39","  0.016184544","7.157729e-04","  1059",0.002081816,"UP",0.169948630136986
"SERINC3","  0.016182550","1.785895e-04","  1233",0.0006936788,"UP",0.170376712328767
"EIF2AK1","  0.016161288","2.691990e-03","  1288",0.005643945,"UP",0.170804794520548
"CCT4","  0.016120923","1.612168e-03","  1528",0.003843569,"UP",0.17166095890411
"HSPA9","  0.016106986","2.921124e-03","  2321",0.00600379,"UP",0.17208904109589
"HAX1","  0.016095727","1.155229e-05","  1323",7.45465e-05,"UP",0.172517123287671
"PLD3","  0.016070825","6.237771e-04","  1653",0.001861225,"UP",0.172945205479452
"SREBF1","  0.016043025","8.944164e-05","   719",0.0004091425,"UP",0.173373287671233
"SELT","  0.016019026","4.555016e-03","  1304",0.008306334,"UP",0.173801369863014
"ADM","  0.015988027","1.590815e-05","   379",9.89602e-05,"UP",0.174229452054795
"ZFAND5","  0.015972180","2.244697e-05","   984",0.0001312042,"UP",0.174657534246575
"DHPS","  0.015894014","6.460761e-06","   901",4.723306e-05,"UP",0.175513698630137
"SCARB2","  0.015886205","9.885332e-04","  2022",0.002617192,"UP",0.175941780821918
"YWHAZ","  0.015876214","1.301223e-03","  1425",0.003256234,"UP",0.176369863013699
"PGRMC2","  0.015874283","3.912001e-03","  2016",0.007401485,"UP",0.176797945205479
"DCTN3","  0.015721818","3.123402e-05","  1495",0.0001749583,"UP",0.177654109589041
"SEC13","  0.015660938","1.476892e-03","  1153",0.003588227,"UP",0.178082191780822
"AK3","  0.015637467","3.045297e-04","  1051",0.001060316,"UP",0.178510273972603
"C1orf122","  0.015637402","1.900550e-03","  1403",0.00433372,"UP",0.178938356164384
"SRI","  0.015625892","5.333463e-03","  1392",0.009353568,"UP",0.179366438356164
"VAPA","  0.015555559","2.450749e-03","  2405",0.005238934,"UP",0.179794520547945
"CCDC91","  0.015547335","9.446389e-06","  1367",6.421054e-05,"UP",0.180222602739726
"PLK2","  0.015524983","3.640972e-06","   530",2.936882e-05,"UP",0.180650684931507
"LACTB2","  0.015520101","6.186186e-05","   792",0.0003018087,"UP",0.181078767123288
"YIF1A","  0.015504185","3.039795e-03","  1641",0.006165869,"UP",0.181506849315068
"ANP32B","  0.015426947","5.512883e-03","  2957",0.009597418,"UP",0.181934931506849
"CDCP1","  0.015407955","1.034252e-03","   785",0.002705672,"UP",0.18236301369863
"PTP4A3","  0.015402437","3.419368e-05","   171",0.0001872035,"UP",0.182791095890411
"NGRN","  0.015389540","9.925470e-06","  1929",6.683664e-05,"UP",0.183219178082192
"CD320","  0.015366270","2.434284e-04","   827",0.0008925197,"UP",0.183647260273973
"HDLBP","  0.015345119","3.339934e-03","  2960",0.006630169,"UP",0.184075342465753
"UBE2H","  0.015306317","2.575548e-04","   661",0.0009246985,"UP",0.184503424657534
"LYSMD2","  0.015239393","3.242751e-06","   874",2.67816e-05,"UP",0.184931506849315
"APMAP","  0.015217967","2.186157e-05","   863",0.0001287152,"UP",0.185787671232877
"RRAGA","  0.015194252","6.737967e-04","  1264",0.001978755,"UP",0.186215753424658
"NOL3","  0.015167327","2.135232e-05","   635",0.0001260235,"UP",0.187071917808219
"RPL7L1","  0.015145557","1.216681e-03","   779",0.003079583,"UP",0.1875
"NDRG4","  0.015144708","6.994794e-05","   366",0.0003365095,"UP",0.187928082191781
"RGS9","  0.015137206","2.250642e-04","  1215",0.0008443783,"UP",0.188356164383562
"GSPT1","  0.015084688","2.297444e-04","   934",0.0008529108,"UP",0.188784246575342
"SAT2","  0.015059516","4.594114e-03","  1399",0.008358736,"UP",0.189212328767123
"CHPF","  0.015025717","4.806790e-04","   759",0.001518782,"UP",0.189640410958904
"RHBDD2","  0.015015401","8.991369e-04","  1091",0.00244196,"UP",0.190068493150685
"ZBTB20","  0.015009836","2.858407e-04","  1230",0.001003911,"UP",0.190496575342466
"THYN1","  0.014982885","1.882940e-04","   990",0.0007267071,"UP",0.190924657534247
"PDE4DIP","  0.014945133","2.126420e-03","  1616",0.004742526,"UP",0.191352739726027
"TMEM9","  0.014940997","1.271731e-04","   894",0.0005327264,"UP",0.191780821917808
"CCT8","  0.014910261","6.938621e-04","  1780",0.00203029,"UP",0.19263698630137
"BLOC1S2","  0.014898509","8.970115e-04","   843",0.002439219,"UP",0.193065068493151
"MTCH2","  0.014895518","1.421092e-04","  1277",0.0005789303,"UP",0.193493150684932
"CLDN7","  0.014846469","1.025388e-03","  1056",0.002691212,"UP",0.194349315068493
"ZNF395","  0.014779996","9.397401e-04","   996",0.002509979,"UP",0.194777397260274
"SRSF3","  0.014744418","2.124206e-03","  1813",0.004741959,"UP",0.195205479452055
"MAGED1","  0.014736818","5.010979e-05","  1125",0.0002526596,"UP",0.196061643835616
"ATP6V1C1","  0.014714068","7.453177e-05","  1010",0.0003536403,"UP",0.196917808219178
"EIF3I","  0.014698747","4.167362e-05","  1140",0.0002187513,"UP",0.197345890410959
"LAMTOR1","  0.014684208","2.384958e-03","  1713",0.005139152,"UP",0.19777397260274
"NDUFB5","  0.014639033","4.692707e-03","  1162",0.008499775,"UP",0.198202054794521
"DYNLL1","  0.014550607","1.571501e-03","  2775",0.003765163,"UP",0.198630136986301
"SLC36A4","  0.014525338","1.404413e-04","   998",0.0005750395,"UP",0.199058219178082
"RAD21","  0.014422975","4.121707e-03","  2924",0.007672276,"UP",0.199914383561644
"RAB1A","  0.014407683","5.500320e-03","  2359",0.009582442,"UP",0.200342465753425
"TXNRD1","  0.014403558","4.152886e-04","   712",0.001354367,"UP",0.200770547945205
"SERPINB1","  0.014398806","4.027676e-04","   904",0.001324241,"UP",0.201198630136986
"TSPAN31","  0.014394202","5.056288e-04","   869",0.001574712,"UP",0.201626712328767
"PDIA3P1","  0.014367054","5.441865e-06","   406",4.127479e-05,"UP",0.202054794520548
"TPPP3","  0.014352191","7.582656e-05","   593",0.0003572548,"UP",0.202482876712329
"FAM114A1","  0.014351579","2.015318e-03","   659",0.004553491,"UP",0.20291095890411
"IMPDH2","  0.014341857","7.053763e-05","   970",0.0003373832,"UP",0.20333904109589
"GOPC","  0.014311346","1.114563e-03","   957",0.002884587,"UP",0.203767123287671
"GRB2","  0.014241190","1.218290e-04","  1574",0.0005205225,"UP",0.204623287671233
"EDIL3","  0.014200355","2.049575e-04","   432",0.0007761639,"UP",0.205051369863014
"PSMB3","  0.014194972","2.216079e-04","  2230",0.0008327022,"UP",0.205479452054795
"MTUS1","  0.014078463","1.641661e-06","   205",1.48231e-05,"UP",0.205907534246575
"HTATIP2","  0.014074377","1.109393e-05","   690",7.281465e-05,"UP",0.206335616438356
"KIF1A","  0.014026131","1.901932e-03","  1391",0.00433372,"UP",0.206763698630137
"TMEM147","  0.014025520","1.030815e-03","  1862",0.002699598,"UP",0.207191780821918
"KRT18","  0.014014999","2.568471e-03","  1010",0.005437436,"UP",0.208047945205479
"KLF6","  0.014014140","3.137773e-03","   958",0.006322212,"UP",0.20847602739726
"SNRPB","  0.013993256","1.518756e-04","   827",0.0006092079,"UP",0.208904109589041
"CCT7","  0.013990049","4.075355e-04","  1316",0.001338099,"UP",0.209332191780822
"CDKN2A","  0.013974143","7.387605e-05","   315",0.0003512177,"UP",0.209760273972603
"CITED2","  0.013970582","5.167364e-03","   627",0.009153955,"UP",0.210188356164384
"LINC00643","  0.013960589","9.004514e-05","   645",0.0004111259,"UP",0.210616438356164
"AGA","  0.013890795","9.530765e-06","   394",6.46026e-05,"UP",0.211044520547945
"DDIT4","  0.013878066","2.186439e-03","   854",0.00480989,"UP",0.211472602739726
"PDLIM1","  0.013851167","6.077723e-07","   847",6.746443e-06,"UP",0.211900684931507
"CMTM8","  0.013842291","3.357084e-03","  1405",0.006658751,"UP",0.212328767123288
"ATP5D","  0.013830222","1.898633e-04","   749",0.0007315969,"UP",0.212756849315068
"TAF10","  0.013826789","3.955284e-07","   299",4.738241e-06,"UP",0.213184931506849
"EMB","  0.013810175","9.943211e-06","   512",6.683664e-05,"UP",0.21361301369863
"YIPF5","  0.013769973","7.050220e-04","   807",0.002055488,"UP",0.214897260273973
"PPP1R15A","  0.013716038","8.266023e-05","   492",0.0003817295,"UP",0.215325342465753
"RNF187","  0.013710127","4.718878e-05","   355",0.0002429581,"UP",0.215753424657534
"DKK3","  0.013684001","3.456452e-05","   113",0.0001888066,"UP",0.216181506849315
"VCP","  0.013672304","4.203129e-03","  1255",0.007787894,"UP",0.216609589041096
"KCNK17","  0.013654036","2.509534e-04","   520",0.0009104532,"UP",0.217037671232877
"GYG1","  0.013611208","2.758364e-04","   829",0.0009730112,"UP",0.217465753424658
"CD14","  0.013597310","2.560055e-04","   442",0.0009218547,"UP",0.217893835616438
"CLGN","  0.013540136","8.713085e-04","  1493",0.002401419,"UP",0.21875
"MT1F","  0.013498982","1.600147e-04","   749",0.0006347761,"UP",0.219178082191781
"C11orf73","  0.013434522","1.852576e-07","   645",2.668439e-06,"UP",0.219606164383562
"TBCC","  0.013427058","2.289661e-04","   673",0.0008524095,"UP",0.220034246575342
"UBXN6","  0.013383976","4.180341e-05","   603",0.0002189577,"UP",0.220462328767123
"DUT","  0.013344857","1.459921e-03","  2218",0.003552939,"UP",0.220890410958904
"RNF7","  0.013267660","5.237131e-04","  1809",0.00162476,"UP",0.221318493150685
"KIF5C","  0.013264184","4.943878e-03","  1469",0.00882915,"UP",0.221746575342466
"OSBPL8","  0.013220759","8.232855e-04","  1160",0.002314965,"UP",0.222174657534247
"COPRS","  0.013177881","8.011359e-04","  1023",0.002264764,"UP",0.222602739726027
"TFG","  0.013128982","7.588963e-04","   746",0.002168309,"UP",0.223030821917808
"TXNIP","  0.013123230","1.197450e-05","   359",7.70655e-05,"UP",0.223458904109589
"WDR83OS","  0.013106557","2.798958e-03","  2993",0.005808825,"UP",0.22388698630137
"RAB26","  0.013091590","1.553820e-03","  1025",0.003731524,"UP",0.224315068493151
"DECR1","  0.013086309","2.433975e-03","  1343",0.005221309,"UP",0.225171232876712
"TKT","  0.013065980","2.590422e-03","  1228",0.005469862,"UP",0.225599315068493
"TSPYL2","  0.013054385","6.991457e-04","  1139",0.002040815,"UP",0.226027397260274
"FAM3C","  0.013045675","1.630184e-04","   588",0.0006435267,"UP",0.226455479452055
"CCND1","  0.013015631","1.901185e-05","   441",0.0001144429,"UP",0.227311643835616
"TMEM205","  0.013002817","1.505873e-04","  1506",0.0006063234,"UP",0.227739726027397
"PSMB5","  0.012985245","3.668940e-03","  2524",0.007097446,"UP",0.228167808219178
"AASDHPPT","  0.012921968","6.353104e-04","   933",0.001882413,"UP",0.228595890410959
"ENDOD1","  0.012911661","9.984157e-05","   448",0.0004465855,"UP",0.22902397260274
"ETS2","  0.012903879","7.679706e-05","   205",0.0003608509,"UP",0.229880136986301
"SDAD1","  0.012852298","8.438409e-04","  1222",0.002355223,"UP",0.230308219178082
"TMEM176A","  0.012804516","1.289134e-03","   483",0.003239383,"UP",0.230736301369863
"SSU72","  0.012780919","3.054761e-05","   731",0.0001715104,"UP",0.231164383561644
"MARCKS","  0.012717557","8.366654e-05","   950",0.0003856408,"UP",0.231592465753425
"RGS4","  0.012689819","3.564672e-07","   233",4.446398e-06,"UP",0.232448630136986
"PCMT1","  0.012644792","5.187220e-03","  1919",0.00916623,"UP",0.232876712328767
"TM2D1","  0.012634849","9.484318e-04","  1135",0.002527614,"UP",0.233304794520548
"MAN1A1","  0.012603626","2.227341e-03","   684",0.004877698,"UP",0.233732876712329
"UBE2B","  0.012597399","1.208222e-03","  1416",0.003067921,"UP",0.23416095890411
"ARL1","  0.012595305","8.413497e-04","  1623",0.002352884,"UP",0.235017123287671
"ABHD12","  0.012537116","1.458178e-06","   497",1.36239e-05,"UP",0.235873287671233
"TMEM50A","  0.012485063","1.361257e-04","  1294",0.0005621249,"UP",0.236729452054795
"TSPAN7","  0.012457642","7.718007e-04","  1318",0.002199824,"UP",0.238013698630137
"ACTR10","  0.012457272","3.361162e-05","  1145",0.0001848533,"UP",0.238441780821918
"CYC1","  0.012439233","1.410581e-04","  1095",0.0005758153,"UP",0.238869863013699
"EHBP1L1","  0.012436405","4.106326e-05","   193",0.0002169593,"UP",0.239297945205479
"SCN1B","  0.012435896","1.039318e-04","   337",0.0004614689,"UP",0.23972602739726
"SDC2","  0.012432438","3.923326e-04","   831",0.001297924,"UP",0.240154109589041
"MYO1B","  0.012428098","8.410256e-05","   769",0.0003869135,"UP",0.240582191780822
"PEPD","  0.012401290","3.868483e-05","   914",0.0002057405,"UP",0.241438356164384
"AIG1","  0.012368095","6.544979e-05","  1508",0.0003186708,"UP",0.242294520547945
"ORAI2","  0.012367575","5.679754e-04","   492",0.001733193,"UP",0.242722602739726
"NUPR1","  0.012308872","3.566908e-03","   264",0.006960824,"UP",0.243150684931507
"ETFA","  0.012284281","3.512767e-03","   941",0.006905288,"UP",0.244006849315068
"FUS","  0.012256731","3.217906e-04","  1034",0.001110825,"UP",0.244434931506849
"PRUNE2","  0.012246934","1.958009e-04","   711",0.000747336,"UP",0.24486301369863
"SSRP1","  0.012190177","4.532932e-03","   980",0.008278541,"UP",0.245719178082192
"CALM3","  0.012182470","2.847489e-04","  1565",0.00100153,"UP",0.246147260273973
"RRAGD","  0.012175955","2.523521e-04","  1002",0.0009114283,"UP",0.246575342465753
"CHN1","  0.012161035","1.581972e-04","   392",0.0006285964,"UP",0.247003424657534
"KLC1","  0.012137382","1.640197e-03","   861",0.003887414,"UP",0.247431506849315
"GLT8D1","  0.012123296","1.408756e-03","   575",0.003464425,"UP",0.247859589041096
"DNAJC2","  0.012083600","2.304404e-03","   809",0.005010186,"UP",0.248287671232877
"THBD","  0.012074353","3.408982e-05","   220",0.0001870581,"UP",0.248715753424658
"ZNF706","  0.012037447","1.727168e-03","  1602",0.004022625,"UP",0.249571917808219
"MTPN","  0.012029089","1.868735e-03","   993",0.004290397,"UP",0.25
"SNAP25","  0.011977974","6.068265e-04","  1724",0.001835545,"UP",0.250428082191781
"CDK5RAP3","  0.011972449","2.372131e-04","  1024",0.0008763708,"UP",0.250856164383562
"TMEM61","  0.011969963","8.933689e-04","   447",0.00243801,"UP",0.251284246575342
"SDF2","  0.011961740","2.636472e-06","   743",2.215242e-05,"UP",0.251712328767123
"ERGIC3","  0.011928414","1.334522e-05","   724",8.498309e-05,"UP",0.252996575342466
"PSMA5","  0.011907999","2.268586e-03","  1450",0.004954569,"UP",0.253424657534247
"SPG21","  0.011906913","1.351057e-03","   709",0.003356643,"UP",0.253852739726027
"ZFP36","  0.011901744","2.617939e-03","   275",0.005523147,"UP",0.254280821917808
"UBE2E3","  0.011877113","4.804885e-04","   393",0.001518782,"UP",0.254708904109589
"FAM174A","  0.011849340","8.579759e-05","   880",0.0003939625,"UP",0.255565068493151
"SRP72","  0.011776253","3.150042e-03","  1611",0.006331117,"UP",0.255993150684932
"KRT8","  0.011773322","3.153351e-03","  1171",0.006332507,"UP",0.256421232876712
"CAPN13","  0.011759711","3.664921e-06","   556",2.946379e-05,"UP",0.256849315068493
"ENPP5","  0.011748214","5.475066e-05","   601",0.0002720513,"UP",0.257277397260274
"CALY","  0.011696924","8.265787e-05","   187",0.0003817295,"UP",0.258133561643836
"SPCS2","  0.011668053","4.088897e-03","  1175",0.00764059,"UP",0.258989726027397
"PIGK","  0.011631924","1.225913e-03","   456",0.003096597,"UP",0.26027397260274
"XRCC6","  0.011628464","1.446691e-03","  1727",0.00353973,"UP",0.260702054794521
"MKRN1","  0.011613186","1.695426e-03","   622",0.003977604,"UP",0.261558219178082
"SEPT11","  0.011585622","8.164156e-06","   829",5.660781e-05,"UP",0.262414383561644
"GRSF1","  0.011583315","5.212366e-03","  1671",0.00919083,"UP",0.262842465753425
"GADD45B","  0.011581124","5.383465e-06","   254",4.096616e-05,"UP",0.263270547945205
"SNRPD3","  0.011575511","5.503269e-04","  1477",0.001689993,"UP",0.263698630136986
"GLRX5","  0.011572358","4.335670e-05","   364",0.0002261147,"UP",0.264126712328767
"PCNP","  0.011528713","1.059524e-04","  1209",0.0004687205,"UP",0.264982876712329
"MYO3A","  0.011523309","2.948045e-03","  1103",0.006032998,"UP",0.26541095890411
"TMEM59L","  0.011520131","1.345094e-05","   224",8.543149e-05,"UP",0.26583904109589
"UBA5","  0.011493452","1.583015e-06","   665",1.440104e-05,"UP",0.266695205479452
"PPP2CA","  0.011492088","1.451009e-03","  1137",0.003542746,"UP",0.267123287671233
"HIST1H1E","  0.011460081","1.883096e-03","   546",0.004311098,"UP",0.267979452054795
"PRPF31","  0.011456287","1.912186e-04","   449",0.0007356476,"UP",0.268407534246575
"BTF3L4","  0.011442942","3.632159e-03","   758",0.007039579,"UP",0.268835616438356
"MEA1","  0.011428589","3.911803e-03","   704",0.007401485,"UP",0.269691780821918
"ATP6V1H","  0.011404426","3.728376e-04","   907",0.001251339,"UP",0.270119863013699
"FAM173A","  0.011399121","8.936526e-04","   529",0.00243801,"UP",0.270547945205479
"MINA","  0.011398844","4.857458e-05","   392",0.0002485068,"UP",0.27097602739726
"RPH3AL","  0.011374643","2.298057e-04","   615",0.0008529108,"UP",0.271832191780822
"HAGH","  0.011367489","4.899031e-04","   826",0.001535664,"UP",0.272260273972603
"PFKP","  0.011350190","6.451201e-06","   335",4.723306e-05,"UP",0.273116438356164
"CLN5","  0.011331454","2.319352e-03","   664",0.005024628,"UP",0.273544520547945
"USE1","  0.011292239","2.308304e-03","   369",0.00501268,"UP",0.274400684931507
"PIGX","  0.011277768","1.612662e-04","   260",0.00063765,"UP",0.274828767123288
"MMADHC","  0.011267098","6.552045e-04","  1139",0.001935902,"UP",0.275256849315068
"DIRAS3","  0.011246373","5.329374e-04","   168",0.001644942,"UP",0.275684931506849
"NUCB1","  0.011231790","9.765269e-04","   834",0.002591074,"UP",0.276541095890411
"ECI1","  0.011214733","5.717884e-04","   468",0.00174263,"UP",0.277397260273973
"GARS","  0.011198475","4.118651e-03","  1140",0.007672276,"UP",0.277825342465753
"NDN","  0.011176217","8.860342e-04","   493",0.002428176,"UP",0.278253424657534
"SLC39A6","  0.011168361","3.140512e-03","  1005",0.006322464,"UP",0.279109589041096
"UROD","  0.011162428","1.008342e-03","   817",0.002660902,"UP",0.279537671232877
"NME1","  0.011140671","2.713002e-03","   782",0.005679142,"UP",0.279965753424658
"PPP1R7","  0.011140477","3.633446e-03","   942",0.007039579,"UP",0.280393835616438
"ARPC1A","  0.011137592","7.004559e-06","   957",5.014811e-05,"UP",0.280821917808219
"ILF3-AS1","  0.011115755","3.255629e-03","   942",0.006478758,"UP",0.282106164383562
"MRPL34","  0.011113229","1.970063e-03","  1224",0.00447738,"UP",0.282534246575342
"CNPY3","  0.011073999","2.439244e-04","   345",0.000892985,"UP",0.283818493150685
"TVP23B","  0.011069197","1.099503e-03","   322",0.002854769,"UP",0.284246575342466
"SLC25A1","  0.011034227","2.481450e-03","   629",0.005295207,"UP",0.284674657534247
"P2RY1","  0.011029102","3.137228e-04","   389",0.001086074,"UP",0.285102739726027
"ZNF24","  0.011011901","3.556653e-03","  1122",0.00695677,"UP",0.285530821917808
"PLEKHA3","  0.011003208","2.390039e-04","   469",0.0008791993,"UP",0.285958904109589
"TM9SF2","  0.010986659","2.111748e-03","  1143",0.004722863,"UP",0.28638698630137
"NFU1","  0.010964674","9.745490e-05","  1019",0.0004383407,"UP",0.287243150684932
"TOMM70A","  0.010941843","4.116909e-05","   588",0.0002170446,"UP",0.288527397260274
"TMX2","  0.010911658","9.623999e-04","   514",0.002559202,"UP",0.289383561643836
"LINC01420","  0.010902424","2.656005e-03","  1041",0.005583981,"UP",0.290239726027397
"PROSC","  0.010890132","8.023404e-05","   738",0.0003733755,"UP",0.290667808219178
"REXO2","  0.010873678","4.267050e-03","   999",0.007881738,"UP",0.291095890410959
"MALSU1","  0.010851263","5.751193e-05","   568",0.0002822533,"UP",0.29152397260274
"CERK","  0.010843622","4.758914e-03","   639",0.008593964,"UP",0.291952054794521
"GPX1","  0.010839845","7.495147e-04","   979",0.002146416,"UP",0.292380136986301
"SDHB","  0.010825479","7.589518e-04","  1056",0.002168309,"UP",0.292808219178082
"GCLM","  0.010819187","1.221792e-04","   464",0.0005205225,"UP",0.293236301369863
"TMEM159","  0.010811549","6.903676e-04","   240",0.00202251,"UP",0.293664383561644
"PTGES2","  0.010763144","3.798376e-06","   603",3.033512e-05,"UP",0.294092465753425
"MMP24-AS1","  0.010749593","4.352590e-04","   904",0.00140623,"UP",0.294948630136986
"NDRG1","  0.010728183","6.140611e-04","   454",0.001841317,"UP",0.295376712328767
"LEPROT","  0.010716980","1.135123e-04","  1163",0.000494036,"UP",0.296232876712329
"SNF8","  0.010712141","6.226832e-04","   954",0.001860256,"UP",0.29666095890411
"CYP2U1","  0.010706582","2.220866e-05","   641",0.0001301256,"UP",0.29708904109589
"CCNDBP1","  0.010704778","1.038174e-03","   567",0.002710815,"UP",0.297517123287671
"MPC2","  0.010692199","3.678430e-03","  1240",0.007109657,"UP",0.297945205479452
"SNHG3","  0.010661417","1.545834e-04","   414",0.0006162611,"UP",0.298373287671233
"ST8SIA3","  0.010628864","2.599508e-04","   712",0.0009305396,"UP",0.299657534246575
"UBE2L3","  0.010613834","1.069011e-04","  1019",0.0004703378,"UP",0.300085616438356
"USP11","  0.010610629","6.092518e-04","   881",0.001835996,"UP",0.300513698630137
