name	chrom	txStart	txEnd	name2
NM_001168238	chr1	177335084	177465442	ABL2
NM_001168237	chr1	177335084	177465442	ABL2
NM_001168236	chr1	177335084	177465442	ABL2
NM_001199089	chr1	177827611	177927030	TDRD5
NM_001199091	chr1	177827370	177927030	TDRD5
NM_173533	chr1	177827379	177927030	TDRD5
NM_001168239	chr1	177335084	177378847	ABL2
NM_001136000	chr1	177335084	177378847	ABL2
NM_015602	chr1	178117799	178155835	TOR1AIP1
NM_001199092	chr1	177841984	177927030	TDRD5
NM_007314	chr1	177335084	177465442	ABL2
NM_005158	chr1	177335084	177378847	ABL2
NM_144696	chr1	177601477	177790493	AXDND1
NM_173509	chr1	177978920	178051957	FAM163A
NM_001267578	chr1	178117799	178155835	TOR1AIP1
NR_073544	chr1	177601729	177790493	AXDND1
NM_004736	chr1	178867768	179126038	XPR1
NM_001135669	chr1	178867768	179126038	XPR1
NM_020950	chr1	179148935	179181862	KIAA1614
NM_032360	chr1	178523974	178738645	ACBD6
NM_001205294	chr1	179719308	180042543	CACNA1E
NM_001205293	chr1	179719308	180042543	CACNA1E
NM_000721	chr1	179719308	180042543	CACNA1E
NM_030933	chr1	181135622	181189176	SHCBP1L
NM_001137669	chr1	180685878	180796355	RGSL1
NM_002293	chr1	181259217	181381350	LAMC1
NM_001033056	chr1	180613850	180627162	GLUL
NM_001033044	chr1	180613850	180627964	GLUL
NM_002065	chr1	180613850	180627964	GLUL
NR_104175	chr1	180439702	180549819	LINC01344
NM_000433	chr1	181791319	181826362	NCF2
NM_001127651	chr1	181791319	181826679	NCF2
NM_015039	chr1	181483994	181654257	NMNAT2
NM_001303420	chr1	182165418	182273527	COLGALT2
NM_015101	chr1	182171588	182273527	COLGALT2
NM_170706	chr1	181483994	181540632	NMNAT2
NM_001190789	chr1	181791319	181826362	NCF2
NM_001297672	chr1	182040837	182164308	RGL1
NM_001297671	chr1	182040837	182164308	RGL1
NM_001297669	chr1	181871804	182164308	RGL1
NM_001297670	chr1	181871804	182164308	RGL1
NM_015149	chr1	181871804	182164308	RGL1
NM_001190794	chr1	181791319	181826362	NCF2
NM_001303421	chr1	182171588	182273527	COLGALT2
NM_030934	chr1	183353840	183392739	TRMT1L
NM_025191	chr1	182926247	182990664	EDEM3
NM_001202423	chr1	183353840	183392853	TRMT1L
NM_030806	chr1	182622772	182864778	C1orf21
NM_052966	chr1	183026781	183210341	FAM129A
NR_135118	chr1	182926247	182990664	EDEM3
NM_001319960	chr1	182926247	182990664	EDEM3
NM_031935	chr1	183970305	184426708	HMCN1
NM_002597	chr1	184679320	184696863	PDC
NM_022576	chr1	184679320	184684479	PDC
NR_126002	chr1	184670915	184706046	LOC102724919
NM_024420	chr1	185064654	185224736	PLA2G4A
NR_126347	chr1	185328596	185595999	LINC01036
NM_001311193	chr1	185064654	185224736	PLA2G4A
NM_001317188	chr1	188333419	188711763	BRINP3
NM_199051	chr1	188333419	188713635	BRINP3
NR_033922	chr1	188860642	189037411	LOC440704
NM_001039152	chr1	190552744	190603037	RGS21
NM_024529	chr1	191357710	191490565	CDC73
NM_000186	chr1	194887630	194983257	CFH
NM_001287819	chr1	194461532	194844184	KCNT2
NM_198503	chr1	194461532	194844184	KCNT2
NM_001287820	chr1	194461532	194844184	KCNT2
NM_001014975	chr1	194887630	194937318	CFH
NM_001195215	chr1	195740501	196011246	DENND1B
NM_001193640	chr1	195503956	195714208	CRB1
NM_194314	chr1	195389436	195436295	ZBTB41
NM_201253	chr1	195503956	195714208	CRB1
NR_047564	chr1	195503956	195714208	CRB1
NR_047563	chr1	195503956	195714208	CRB1
NM_001300858	chr1	195788007	196011246	DENND1B
NM_001994	chr1	195274943	195303020	F13B
NM_001257966	chr1	195503956	195714208	CRB1
NM_001257965	chr1	195437214	195714208	CRB1
NM_144977	chr1	195788007	196011246	DENND1B
NR_125340	chr1	195740501	196011246	DENND1B
NR_135153	chr1	195389434	195436295	ZBTB41
NM_133494	chr1	196392730	196558171	NEK7
NR_126351	chr1	197251884	197312487	LINC01221
NM_001276464	chr1	198278575	198413173	NR5A2
NM_014875	chr1	198787247	198856485	KIF14
NM_001305792	chr1	198787247	198854589	KIF14
NM_205860	chr1	198263352	198413173	NR5A2
NM_003822	chr1	198263352	198413173	NR5A2
NM_001167738	chr1	199975585	200062725	NAV1
NR_046696	chr1	199924006	200065310	IPO9-AS1
NM_005558	chr1	199616588	199635292	LAD1
NM_020443	chr1	199884072	200062725	NAV1
NM_012134	chr1	200132206	200182339	LMOD1
NM_001017404	chr1	200449905	200555512	LGR6
NM_001197131	chr1	200775864	200824320	PPP1R12B
NR_002930	chr1	200403801	200425200	PTPRVP
NM_002481	chr1	200584452	200824320	PPP1R12B
NM_001167858	chr1	200584452	200673993	PPP1R12B
NM_001167857	chr1	200584452	200673993	PPP1R12B
NM_001017403	chr1	200429740	200555512	LGR6
NM_032104	chr1	200698493	200824320	PPP1R12B
NM_177402	chr1	200826346	200946174	SYT2
NM_032103	chr1	200698493	200824320	PPP1R12B
NM_021636	chr1	200439527	200555512	LGR6
NM_002725	chr1	201711505	201727102	PRELP
NM_001256125	chr1	201451829	201465483	CHIT1
NM_003465	chr1	201451829	201465483	CHIT1
NR_045785	chr1	201451829	201465483	CHIT1
NR_045784	chr1	201451829	201465483	CHIT1
NM_201348	chr1	201711505	201727102	PRELP
NM_001270509	chr1	201451829	201465483	CHIT1
NM_006338	chr1	202852925	202921104	LRRN2
NM_001204172	chr1	202752129	202793871	MDM4
NM_201630	chr1	202852925	202921220	LRRN2
NM_014935	chr1	202454601	202595680	PLEKHA6
NM_015090	chr1	203064404	203258573	NFASC
NM_005076	chr1	203278962	203313794	CNTN2
NM_001160332	chr1	203064404	203258573	NFASC
NM_002393	chr1	202752129	202793871	MDM4
NM_001204171	chr1	202752129	202793871	MDM4
NM_001005389	chr1	203064404	203212897	NFASC
NM_001005388	chr1	203064404	203258573	NFASC
NM_001160333	chr1	203064404	203212897	NFASC
NM_001278519	chr1	202752129	202793871	MDM4
NM_001278518	chr1	202752129	202793871	MDM4
NM_001278517	chr1	202752129	202793871	MDM4
NM_001278516	chr1	202752129	202793871	MDM4
NR_103783	chr1	203670636	203691837	BLACAT1
NM_152491	chr1	204063772	204085899	PM20D1
NM_181644	chr1	203804734	203838669	MFSD4A
NM_030952	chr1	203537813	203557542	NUAK2
NM_023938	chr1	205258488	205272724	C1orf116
NM_001193322	chr1	204710208	204736846	IKBKE
NM_001271872	chr1	204582822	204647924	SRGAP2C
NM_001083924	chr1	205258488	205272724	C1orf116
NM_014002	chr1	204710208	204736846	IKBKE
NM_001170637	chr1	204582822	204704406	SRGAP2
NM_015326	chr1	204582822	204704406	SRGAP2
NM_001300952	chr1	204582822	204696130	SRGAP2
NM_001193321	chr1	204710208	204736846	IKBKE
NM_000651	chr1	205736095	205881733	CR1
NM_025179	chr1	206262210	206484288	PLXNA2
NM_175710	chr1	205885080	205963659	CR1L
NM_000573	chr1	205736095	205881733	CR1
NR_027459	chr1	208178141	208404256	SYT14
NM_153262	chr1	208178141	208404256	SYT14
NM_001256006	chr1	208178141	208404256	SYT14
NM_001146262	chr1	208178141	208404256	SYT14
NR_109871	chr1	207995999	208019625	TRAF3IP3
NM_001146261	chr1	208178141	208404256	SYT14
NM_000228	chr1	207854840	207892443	LAMB3
NM_025228	chr1	207995999	208022291	TRAF3IP3
NM_001146264	chr1	208178141	208404256	SYT14
NM_001017402	chr1	207854840	207891302	LAMB3
NM_001127641	chr1	207854840	207892297	LAMB3
NM_001287754	chr1	208008455	208019625	TRAF3IP3
NM_001320144	chr1	207995999	208022291	TRAF3IP3
NM_001320143	chr1	207998465	208022291	TRAF3IP3
NM_001033910	chr1	209566770	209614909	TRAF5
NM_004619	chr1	209566579	209614909	TRAF5
NM_002238	chr1	208918279	209374080	KCNH1
NM_172362	chr1	208918279	209374080	KCNH1
NM_001319207	chr1	209566770	209614909	TRAF5
NR_037667	chr1	210180363	210275625	INTS7
NM_001198862	chr1	210604438	210654866	TMEM206
NM_001199809	chr1	210180363	210275625	INTS7
NM_001199811	chr1	210180363	210275625	INTS7
NM_015434	chr1	210180363	210275625	INTS7
NM_018252	chr1	210604438	210654890	TMEM206
NM_001199812	chr1	210180363	210275625	INTS7
NR_125984	chr1	210465242	210524986	LOC101929541
NM_012424	chr1	211291197	211513431	RPS6KC1
NM_001287220	chr1	211291197	211513431	RPS6KC1
NM_001287219	chr1	211291197	211513431	RPS6KC1
NM_001136138	chr1	211291197	211513431	RPS6KC1
NM_015471	chr1	210966117	211031762	NSL1
NM_001042549	chr1	210966117	211031762	NSL1
NM_001287218	chr1	211291197	211513431	RPS6KC1
NM_001287221	chr1	211291197	211513431	RPS6KC1
NM_001297736	chr1	210966117	211031762	NSL1
NM_001297739	chr1	210966117	211031762	NSL1
NM_001297737	chr1	210966117	211031762	NSL1
NM_005401	chr1	212588661	212791647	PTPN14
NR_037850	chr1	212059606	212226119	PROX1-AS1
NM_001017424	chr1	213245507	213477059	KCNK2
NM_001017425	chr1	213323182	213477059	KCNK2
NM_014217	chr1	213323182	213477059	KCNK2
NM_007123	chr1	214413914	214663361	USH2A
NM_018040	chr1	215666957	215871067	GPATCH2
NM_016052	chr1	216525251	216577948	RRP15
NM_003238	chr1	216585298	216684584	TGFB2
NR_048550	chr1	216132864	216160769	LINC00210
NM_001135599	chr1	216585298	216684584	TGFB2
NM_001300772	chr1	217414933	217452830	LYPLAL1
NM_001300771	chr1	217414135	217452830	LYPLAL1
NM_001300769	chr1	217413795	217452830	LYPLAL1
NM_001300770	chr1	217413795	217452830	LYPLAL1
NM_138794	chr1	217413795	217452830	LYPLAL1
NM_001286128	chr1	218768147	218904422	MARK1
NM_017898	chr1	218988210	219024780	MARC2
NM_018650	chr1	218768147	218904422	MARK1
NM_001286124	chr1	218768147	218904422	MARK1
NM_001317338	chr1	218988210	219024780	MARC2
NR_002753	chr1	218113241	218359400	RNU5F-1
NM_018060	chr1	218334077	218388006	IARS2
NM_004446	chr1	218208564	218286623	EPRS
NM_001286126	chr1	218768147	218904422	MARK1
NM_012414	chr1	218388232	218512466	RAB3GAP2
NR_125989	chr1	220067630	220080631	LOC101929771
NM_207468	chr1	220977180	220990625	FAM177B
NM_032890	chr1	221055053	221245960	DISP1
NM_003268	chr1	221349370	221383247	TLR5
NM_001031685	chr1	222034217	222100297	TP53BP2
NM_001143962	chr1	221781594	221920059	CAPN8
NM_001037175	chr1	221474874	221604167	SUSD4
NM_005426	chr1	222034217	222100297	TP53BP2
NM_017982	chr1	221460783	221604167	SUSD4
NM_001145154	chr1	223183978	223278614	DNAH14
NM_152495	chr1	222870801	222994872	CNIH3
NM_002533	chr1	222481658	222584514	NVL
NM_001243146	chr1	222481658	222584514	NVL
NM_206840	chr1	222481658	222584514	NVL
NM_001243147	chr1	222481658	222584514	NVL
NM_144989	chr1	223183985	223222249	DNAH14
NM_014698	chr1	224099855	224137043	TMEM63A
NM_018212	chr1	223741156	223907468	ENAH
NM_001008493	chr1	223741156	223907468	ENAH
NM_001270410	chr1	224485472	224564072	LIN9
NM_001270409	chr1	224485472	224563827	LIN9
NM_001618	chr1	224615014	224662424	PARP1
NM_002221	chr1	224886013	224993499	ITPKB
NM_173083	chr1	224485472	224563827	LIN9
NR_103784	chr1	224910403	224929392	ITPKB-IT1
NM_181462	chr1	226361002	226363636	MRPL55
NR_033184	chr1	225817842	225916787	ZNF678
NM_181441	chr1	226361002	226363636	MRPL55
NM_178549	chr1	225817842	225916787	ZNF678
NM_181456	chr1	226361002	226363636	MRPL55
NM_183062	chr1	226070040	226100794	PRSS38
NM_181455	chr1	226361002	226363636	MRPL55
NM_181454	chr1	226361002	226363636	MRPL55
NM_181465	chr1	226361002	226363636	MRPL55
NM_181464	chr1	226361002	226363636	MRPL55
NM_181463	chr1	226361002	226363636	MRPL55
NR_102302	chr1	225817842	225931767	ZNF678
NR_037962	chr1	226847016	226949039	RHOU
NM_004481	chr1	228269564	228484499	GALNT2
NM_001025247	chr1	227801563	227828417	TAF5L
NM_001291866	chr1	228260158	228484499	GALNT2
NM_014409	chr1	227795486	227828417	TAF5L
NM_018230	chr1	227643666	227710711	NUP133
NM_001122835	chr1	229108609	229181241	TTC13
NM_001004342	chr1	229365296	229423937	TRIM67
NM_007357	chr1	228844824	228896354	COG2
NM_001145036	chr1	228844824	228896354	COG2
NM_024525	chr1	229108609	229181241	TTC13
NM_006615	chr1	228949752	229004141	CAPN9
NM_001300889	chr1	229365296	229423937	TRIM67
NM_001319676	chr1	228949752	229004141	CAPN9
NM_016452	chr1	228949752	229004141	CAPN9
NM_001164545	chr1	229829183	230021613	DISC1
NM_018662	chr1	229829183	230243641	DISC1
NM_001164538	chr1	229829183	230212023	DISC1
NM_001164537	chr1	229829183	230243641	DISC1
NM_001164539	chr1	229829183	230057748	DISC1
NM_001164541	chr1	229829183	230212023	DISC1
NM_001164546	chr1	229829183	230161872	DISC1
NM_001164555	chr1	229829183	229952988	DISC1
NM_001164554	chr1	229829183	229904930	DISC1
NM_001164553	chr1	229829183	229926443	DISC1
NM_001164552	chr1	229829183	229926443	DISC1
NM_001164544	chr1	229829183	230021613	DISC1
NM_001164551	chr1	229829183	229952988	DISC1
NM_001012957	chr1	229829183	230243641	DISC1
NR_028399	chr1	229731021	229904930	TSNAX-DISC1
NM_001164547	chr1	229829183	230212023	DISC1
NM_001012958	chr1	229829183	229926443	DISC1
NM_001164542	chr1	229829183	230161872	DISC1
NM_001012959	chr1	229829183	230069075	DISC1
NM_001164556	chr1	229829183	230021613	DISC1
NR_028400	chr1	229731021	229952988	TSNAX-DISC1
NM_001164540	chr1	229829183	230243641	DISC1
NM_001164550	chr1	229829183	229926443	DISC1
NM_001164549	chr1	229829183	229974031	DISC1
NM_001164548	chr1	229829183	230021613	DISC1
NR_028395	chr1	229731021	230021613	TSNAX-DISC1
NR_028398	chr1	229731021	230021613	TSNAX-DISC1
NR_028397	chr1	229731021	230021613	TSNAX-DISC1
NR_028396	chr1	229731021	230021613	TSNAX-DISC1
NR_028394	chr1	229731021	230021613	TSNAX-DISC1
NR_028393	chr1	229731021	230243641	TSNAX-DISC1
NM_014801	chr1	231186504	231498082	PCNX2
NM_005646	chr1	232593681	232681472	TARBP1
NM_002245	chr1	231816372	231874881	KCNK1
NM_001300845	chr1	232416579	232526887	SLC35F3
NM_173508	chr1	232107080	232526887	SLC35F3
NM_031371	chr1	233396832	233558155	ARID4B
NM_152490	chr1	233677127	233734404	B3GALNT2
NM_001037277	chr1	233558375	233574467	GGPS1
NM_016374	chr1	233396832	233558155	ARID4B
NM_001206794	chr1	233396832	233557425	ARID4B
NM_001277155	chr1	233694835	233734404	B3GALNT2
NR_036605	chr1	233558491	233574467	GGPS1
NR_135074	chr1	233396832	233558157	ARID4B
NM_201545	chr1	234748136	234782902	LGALS8
NM_000081	chr1	233890953	234096850	LYST
NM_001301365	chr1	233890953	234113631	LYST
NM_019891	chr1	234445044	234511962	ERO1B
NM_002508	chr1	234205754	234295104	NID1
NR_102436	chr1	234056245	234113631	LYST
NM_001305424	chr1	238321807	238705112	FMN2
NM_022469	chr1	238719495	238842085	GREM2
NM_020066	chr1	238321807	238705112	FMN2
NM_001821	chr1	239858789	239865855	CHML
NM_144625	chr1	239882202	240032057	WDR64
NM_014322	chr1	239823074	239870324	OPN3
NM_000143	chr1	239727479	239749708	FH
NM_001195811	chr1	240318311	240679407	PLD5
NM_001195812	chr1	240318311	240679407	PLD5
NM_152666	chr1	240318311	240754621	PLD5
NM_006642	chr1	241485929	241730016	SDCCAG8
NM_001042405	chr1	241354352	241485331	CEP170
NM_001042404	chr1	241354352	241485331	CEP170
NM_014812	chr1	241354352	241485331	CEP170
NM_005465	chr1	241729643	242073207	AKT3
NR_029401	chr1	241286238	241331669	LINC01347
NM_001206729	chr1	241729643	242073509	AKT3
NM_181690	chr1	241718157	242073207	AKT3
NM_173807	chr1	242691295	242870285	C1orf101
NM_001276349	chr1	242582559	242619011	C1orf100
NM_001276348	chr1	242582559	242619011	C1orf100
NM_001130957	chr1	242691295	242870285	C1orf101
NM_001242340	chr1	242691295	242870285	C1orf101
NM_001012970	chr1	242582559	242619011	C1orf100
NM_018012	chr1	243384909	243933051	KIF26B
NM_015446	chr1	245069024	245161349	AHCTF1
NM_001204221	chr1	245175471	245238018	ZNF695
NM_001139459	chr1	244796261	244878167	CNST
NR_037894	chr1	245175471	245308738	ZNF670-ZNF695
NM_016002	chr1	244954000	244998062	SCCPDH
NR_037892	chr1	245175471	245238018	ZNF695
NM_020394	chr1	245215248	245238018	ZNF695
NM_152609	chr1	244796261	244898507	CNST
NM_001281834	chr1	245736982	245807615	GCSAML
NM_001281835	chr1	245736982	245807615	GCSAML
NM_001281853	chr1	245736982	245807615	GCSAML
NM_001281838	chr1	245736982	245807615	GCSAML
NM_175911	chr1	246166953	246330847	OR2L13
NM_001304535	chr1	246166953	246330847	OR2L13
NM_001281837	chr1	245748376	245807615	GCSAML
NM_001281836	chr1	245736982	245807615	GCSAML
NR_027309	chr1	245754603	245760729	GCSAML-AS1
NR_026823	chr1	24475	25944	FAM138D
NR_026820	chr1	24473	25944	FAM138F
NR_026818	chr1	24473	25944	FAM138A
NM_001005484	chr1	58953	59871	OR4F5
NR_107063	chr1	7231	7299	MIR6859-3
NR_046018	chr1	1736	4272	DDX11L1
NR_024540	chr1	4224	19233	WASH7P
NR_128720	chr1	7231	7299	MIR6859-4
NR_036051	chr1	20228	20366	MIR1302-2
NR_039983	chr1	124635	130429	LOC729737
NR_106918	chr1	7231	7299	MIR6859-1
NR_107062	chr1	7231	7299	MIR6859-2
NR_036266	chr1	20228	20366	MIR1302-9
NR_036268	chr1	20228	20366	MIR1302-11
NR_036267	chr1	20228	20366	MIR1302-10
NR_130745	chr1	4224	19824	LOC100288778
NM_001005221	chr1	357521	358460	OR4F29
NR_028327	chr1	313754	318444	LOC100133331
NR_028325	chr1	313754	318444	LOC100132062
NR_028322	chr1	313754	318444	LOC100132287
NM_001005224	chr1	357521	358460	OR4F3
NM_001005277	chr1	357521	358460	OR4F16
NM_001005224	chr1	610958	611897	OR4F3
NR_106781	chr1	557567	557656	MIR6723
NR_125957	chr1	552622	554252	LOC101928626
NM_001005277	chr1	610958	611897	OR4F16
NM_001005221	chr1	610958	611897	OR4F29
NR_033908	chr1	690107	703931	LOC100288069
NR_024321	chr1	751448	752765	LINC00115
NR_047519	chr1	752833	784689	LINC01128
NR_047526	chr1	752833	768847	LINC01128
NR_047525	chr1	753040	784689	LINC01128
NR_047524	chr1	752833	784689	LINC01128
NR_047523	chr1	752833	784689	LINC01128
NR_047521	chr1	752833	784689	LINC01128
NR_103536	chr1	742613	745077	FAM87B
NM_001291366	chr1	900441	907360	PERM1
NM_001291367	chr1	900441	907360	PERM1
NM_152486	chr1	850983	869824	SAMD11
NR_122045	chr1	842060	844935	LOC100130417
NM_001160184	chr1	891739	900347	PLEKHN1
NM_198317	chr1	885829	890962	KLHL17
NR_026874	chr1	842060	844935	LOC100130417
NM_032129	chr1	891739	900347	PLEKHN1
NM_015658	chr1	869445	884542	NOC2L
NR_027055	chr1	793313	802045	FAM41C
NM_001205252	chr1	996988	999550	RNF223
NM_005101	chr1	938709	939782	ISG15
NM_021170	chr1	924204	925415	HES4
NM_198576	chr1	945365	981362	AGRN
NM_017891	chr1	1007060	1041599	C1orf159
NM_001142467	chr1	924206	925415	HES4
NM_001305275	chr1	945365	981362	AGRN
NM_080605	chr1	1157491	1160283	B3GALT6
NM_001130045	chr1	1099148	1123176	TTLL10
NM_003327	chr1	1136568	1139411	TNFRSF4
NM_004195	chr1	1128750	1131952	TNFRSF18
NM_001014980	chr1	1167688	1171965	FAM132A
NR_029639	chr1	1092346	1092441	MIR200B
NR_029957	chr1	1094247	1094330	MIR429
NM_016176	chr1	1142150	1157310	SDF4
NM_148902	chr1	1128750	1131952	TNFRSF18
NM_148901	chr1	1128750	1131952	TNFRSF18
NM_153254	chr1	1104939	1111106	TTLL10
NR_029834	chr1	1093105	1093195	MIR200A
NM_016547	chr1	1142150	1157310	SDF4
NR_038869	chr1	1062259	1069297	LINC01342
NM_153339	chr1	1233856	1236920	PUSL1
NM_001127230	chr1	1298973	1300425	AURKAIP1
NM_001127229	chr1	1298972	1300443	AURKAIP1
NM_017900	chr1	1298972	1300681	AURKAIP1
NM_004421	chr1	1260520	1274355	DVL1
NM_001256463	chr1	1236827	1249930	CPSF3L
NM_001282582	chr1	1277931	1288784	MXRA8
NM_001256456	chr1	1236827	1249930	CPSF3L
NM_001029885	chr1	1250005	1254139	CPTP
NM_030649	chr1	1217626	1233132	ACAP3
NM_032348	chr1	1277931	1284037	MXRA8
NM_017871	chr1	1236827	1249930	CPSF3L
NR_106785	chr1	1237744	1237809	MIR6727
NR_106784	chr1	1221352	1221413	MIR6726
NM_001130413	chr1	1205678	1217272	SCNN1D
NM_152228	chr1	1256588	1260563	TAS1R3
NR_106866	chr1	1264892	1264951	MIR6808
NR_037668	chr1	1205678	1217272	SCNN1D
NM_001256462	chr1	1236827	1249930	CPSF3L
NM_001256460	chr1	1236827	1249930	CPSF3L
NM_001282585	chr1	1277931	1283790	MXRA8
NM_001282584	chr1	1277931	1284037	MXRA8
NM_001282583	chr1	1277931	1287020	MXRA8
NM_001039211	chr1	1374931	1395401	ATAD3C
NM_001145210	chr1	1343662	1346687	ANKRD65
NM_022834	chr1	1360765	1368125	VWA1
NM_017971	chr1	1327138	1332556	MRPL20
NM_001317238	chr1	1403357	1421447	ATAD3B
NR_015434	chr1	1324772	1327289	LOC148413
NM_030937	chr1	1310953	1324581	CCNL2
NM_031921	chr1	1396997	1421447	ATAD3B
NM_001318485	chr1	1327151	1332556	MRPL20
NM_001146685	chr1	1351370	1353030	TMEM88B
NM_001039577	chr1	1317530	1324581	CCNL2
NM_199121	chr1	1360765	1368125	VWA1
NM_001243536	chr1	1343662	1346687	ANKRD65
NM_001243535	chr1	1343662	1346687	ANKRD65
NR_125994	chr1	1355399	1359816	LOC102724312
NR_125995	chr1	1355399	1359816	LOC102724312
NR_125996	chr1	1355399	1359816	LOC102724312
NM_001320153	chr1	1310953	1324581	CCNL2
NM_001320155	chr1	1310953	1324581	CCNL2
NR_135154	chr1	1310953	1324581	CCNL2
NM_001170687	chr1	1540657	1555853	MIB2
NM_080875	chr1	1540657	1555853	MIB2
NM_001170686	chr1	1540657	1555853	MIB2
NM_001242659	chr1	1523250	1525339	C1orf233
NR_002946	chr1	1558021	1559890	MMP23A
NM_001170689	chr1	1541107	1555853	MIB2
NM_001170688	chr1	1540657	1555853	MIB2
NM_001114748	chr1	1460020	1465603	TMEM240
NM_006983	chr1	1557422	1559893	MMP23B
NM_014188	chr1	1466915	1500125	SSU72
NR_033183	chr1	1540657	1555853	MIB2
NR_132739	chr1	1623682	1645864	CDK11A
NM_182838	chr1	1648683	1667298	SLC35E2
NM_001198994	chr1	1672530	1701368	NADK
NM_001198995	chr1	1672530	1679941	NADK
NM_001199787	chr1	1646136	1667298	SLC35E2
NR_132740	chr1	1623682	1645864	CDK11A
NR_002946	chr1	1621237	1623107	MMP23A
NM_024011	chr1	1623682	1645864	CDK11A
NM_001313982	chr1	1623682	1645864	CDK11A
NM_001110781	chr1	1582801	1614103	SLC35E2B
NM_023018	chr1	1672530	1699769	NADK
NM_001198993	chr1	1672530	1700157	NADK
NM_001290264	chr1	1582801	1614103	SLC35E2B
NM_033529	chr1	1623682	1645864	CDK11A
NM_001313896	chr1	1623682	1645864	CDK11A
NM_001282539	chr1	1706583	1812416	GNB1
NM_002074	chr1	1706583	1812416	GNB1
NM_001282538	chr1	1706583	1812416	GNB1
NM_138705	chr1	1836125	1838593	CALML6
NM_178545	chr1	1838888	1840600	TMEM52
NM_001304360	chr1	1843249	1925136	CFAP74
NM_000815	chr1	1940627	1952052	GABRD
NM_001146310	chr1	2105758	2129032	FAAP20
NM_001256947	chr1	2110847	2116074	FAAP20
NM_001256945	chr1	2105758	2116074	FAAP20
NM_001282673	chr1	2105758	2116074	FAAP20
NM_001256946	chr1	2113193	2116074	FAAP20
NM_182533	chr1	2110847	2116074	FAAP20
NM_001282671	chr1	2105758	2116074	FAAP20
NR_046427	chr1	2110847	2116074	FAAP20
NM_001282670	chr1	2110847	2134019	FAAP20
NM_001282672	chr1	2105758	2116074	FAAP20
NM_007033	chr1	2313073	2326743	RER1
NM_153818	chr1	2326100	2333870	PEX10
NM_001301060	chr1	2276473	2313050	MORN1
NM_002617	chr1	2326100	2333870	PEX10
NM_024848	chr1	2242551	2313050	MORN1
NR_024489	chr1	2271713	2273960	LOC100129534
NR_125361	chr1	2296152	2313050	MORN1
NM_001297605	chr1	2477356	2486614	TNFRSF14
NM_018216	chr1	2429829	2447927	PANK4
NM_003820	chr1	2477356	2486614	TNFRSF14
NM_001303013	chr1	2397613	2426829	PLCH2
NM_001303012	chr1	2388757	2426829	PLCH2
NM_001010926	chr1	2450043	2451544	HES5
NM_014638	chr1	2397613	2426829	PLCH2
NM_001195740	chr1	2508048	2512768	FAM213B
NM_033467	chr1	2511940	2554341	MMEL1
NM_001195737	chr1	2508048	2512768	FAM213B
NM_001195738	chr1	2508048	2512768	FAM213B
NM_001195736	chr1	2508048	2512768	FAM213B
NM_001195741	chr1	2508048	2512768	FAM213B
NM_152371	chr1	2508048	2512768	FAM213B
NR_036638	chr1	2507758	2512768	FAM213B
NR_036637	chr1	2507758	2512768	FAM213B
NM_080431	chr1	2927905	2929327	ACTRT2
NR_015440	chr1	2966040	2974149	LINC00982
NR_024371	chr1	2970495	2974149	LINC00982
NR_036215	chr1	3034398	3034459	MIR4251
NM_014448	chr1	3361006	3387537	ARHGEF16
NM_182752	chr1	3531415	3536554	TPRG1L
NR_030277	chr1	3467119	3467214	MIR551A
NM_001204184	chr1	3558988	3642625	TP73
NM_001126242	chr1	3597095	3642625	TP73
NM_001126241	chr1	3597095	3642625	TP73
NM_001126240	chr1	3597095	3642625	TP73
NM_001204191	chr1	3597095	3642625	TP73
NM_001204190	chr1	3597095	3642625	TP73
NM_001204189	chr1	3597095	3642625	TP73
NM_001204188	chr1	3558988	3642625	TP73
NM_001204187	chr1	3558988	3642625	TP73
NM_005427	chr1	3558988	3642625	TP73
NM_001204192	chr1	3604469	3642625	TP73
NM_001204186	chr1	3558988	3642625	TP73
NM_001204185	chr1	3558988	3642625	TP73
NR_033712	chr1	3642407	3653195	TP73-AS1
NR_033711	chr1	3642407	3653797	TP73-AS1
NR_033710	chr1	3642407	3653797	TP73-AS1
NR_033709	chr1	3642407	3653797	TP73-AS1
NR_033708	chr1	3642407	3653797	TP73-AS1
NM_020710	chr1	3686643	3702928	LRRC47
NM_001163724	chr1	3679210	3682406	SMIM1
NM_014704	chr1	3718504	3763657	CEP104
NM_004402	chr1	3763690	3791853	DFFB
NM_001288583	chr1	3679184	3682406	SMIM1
NM_001282669	chr1	3763690	3791853	DFFB
NR_104222	chr1	3763690	3791853	DFFB
NM_001320132	chr1	3763690	3791853	DFFB
NM_001320136	chr1	3763690	3791853	DFFB
NR_135150	chr1	3763690	3791853	DFFB
NR_135151	chr1	3763690	3791853	DFFB
NR_135152	chr1	3763690	3791853	DFFB
NR_040065	chr1	3900531	3912503	LINC01346
NR_024455	chr1	3806827	3821871	LINC01134
NR_027088	chr1	4371970	4384604	LOC284661
NR_039612	chr1	5546717	5546790	MIR4417
NR_039838	chr1	5845318	5845388	MIR4689
NM_000983	chr1	6167666	6182266	RPL22
NM_001024598	chr1	6226838	6228225	HES3
NR_103534	chr1	6218886	6222089	LINC00337
NM_012405	chr1	6203839	6218631	ICMT
NM_207370	chr1	6229992	6243622	GPR153
NM_207396	chr1	6188775	6203946	RNF207
